product_id,sku,activity,brochure,category_gear,climate,color,color_jewelry,country_of_manufacture,customer_group,description,diamond_quality,eco_collection,erin_recommends,features_bags,features_html,flag_color,flag_text,gender,gift_message_available,image,image_label,is_new_product,is_recommended,long_specifications,material,meta_description,meta_keyword,meta_title,metal_purity,msrp_display_actual_price_type,name,new,options_container,page_layout,pattern,performance_fabric,price_type,price_view,product_brand,product_faqs,product_support,quantity_and_stock_status,sale,shipment_type,short_description,short_specifications,size,size_jewelry,sku_type,small_image,small_image_label,specifications,status,strap_bags,style_bags,style_general,swatch_image,tax_class_id,thumbnail,thumbnail_label,top_product,url_key,visibility,weight_type
11,24-WB06,"11,18,20,23",,,,,,,,"<p>With more room than it appears, the Endeavor Daytrip Backpack will hold a whole day's worth of books, binders and gym clothes. The spacious main compartment includes a dedicated laptop sleeve. Two other compartments offer extra storage space.</p>
<ul>
<li>Foam-padded adjustable shoulder straps.</li>
<li>900D polyester.</li>
<li>Oversized zippers.</li>
<li>Locker loop.</li>
</ul>",,,1.0,"72,75,77,78,79",,,,,,https://dx2ctuk6q6hvo.cloudfront.net/recommendation_system/w/b/wb06-red-0.jpg,,,,,"36,37,38",,,,,0.0,Endeavor Daytrip Backpack,,container2,,,,,,,,,,1.0,,,,,,,/w/b/wb06-red-0.jpg,,,1,"61,64,65","24,28",,,2.0,/w/b/wb06-red-0.jpg,,,endeavor-daytrip-backpack,4,
12,24-WB03,"11,20,8",,,,,,,,"<p>School books, camp gear and yoga clothes get along just fine in the all-purpose Driven Backpack. Crafted with tough polyester ripstop fabric, it's outfitted with rubberized end panels and padded, adjustable shoulder straps. The roomy main compartment features molded foam pockets that host everything you need.</p>
<ul>
<li>Large main and small zip compartments.</li>
<li>Adjustable, padded straps.</li>
<li>Interior foam pockets.</li>
<li>Exterior zip compartment.</li>
<li>Left sport bottle pocket.</li>
<li>Survival gear sold separately.</li>
</ul>",,,,"71,72,75,78",,,,,,https://dx2ctuk6q6hvo.cloudfront.net/recommendation_system/w/b/wb03-purple-0.jpg,,,,,"36,37,38",,,,,0.0,Driven Backpack,,container2,,,,,,,,,,,,,,,,,/w/b/wb03-purple-0.jpg,,,1,"61,64,65","24,28,29",,,2.0,/w/b/wb03-purple-0.jpg,,,driven-backpack,4,
13,24-WB07,"19,22",,,,49.0,,,,"<p>For long weekends away, camping outings and business trips, the Overnight Duffle can't be beat. The dual handles make it a cinch to carry, while the durable waterproof exterior helps you worry less about the weather. With multiple organizational pockets inside and out, it's the perfect travel companion.</p>
<ul>
<li>Dual top handles.</li>
<li>W 15"" x H 15"" x D 9"".</li>
</ul>",,0.0,0.0,"74,79",,,,,0.0,https://dx2ctuk6q6hvo.cloudfront.net/recommendation_system/w/b/wb07-brown-0.jpg,Image,,,,"35,37,38",,,,,0.0,Overnight Duffle,1.0,container2,,,0.0,,,,,,,0.0,,,,,,,/w/b/wb07-brown-0.jpg,Image,,1,64,26,,,2.0,/w/b/wb07-brown-0.jpg,Image,,overnight-duffle,4,
14,24-WB04,"20,23,8",,,,,,,,"<p>The name says so, but the Push It Messenger Bag is much more than a busy commuter's tote. It's a closet away from home when you're pedaling from class or work to gym and back or home again. It's the perfect size and shape for laptop, folded clothes, even extra shoes.</p>
<ul>
<li>Adjustable crossbody strap.</li>
<li>Top handle.</li>
<li>Zippered interior pocket.</li>
<li>Secure clip closures.</li>
<li>Durable fabric construction.</li>
</ul>",,,,"74,75,78,79",,,,,,https://dx2ctuk6q6hvo.cloudfront.net/recommendation_system/w/b/wb04-blue-0.jpg,,,,,"37,38",,,,,0.0,Push It Messenger Bag,,container2,,,1.0,,,,,,,,,,,,,,/w/b/wb04-blue-0.jpg,,,1,"61,62,63,65,66,67","27,28",,,2.0,/w/b/wb04-blue-0.jpg,,,push-it-messenger-bag,4,
15,24-UG06,"8,9,17,11",,,,49.0,,,,"<p>You'll stay hydrated with ease with the Affirm Water Bottle by your side or in hand. Measurements on the outside help you keep track of how much you're drinking, while the screw-top lid prevents spills. A metal carabiner clip allows you to attach it to the outside of a backpack or bag for easy access.</p>
<ul>
<li>Made of plastic.</li>
<li>Grooved sides for an easy grip.</li>
</ul>",,0.0,0.0,,,,,,0.0,https://dx2ctuk6q6hvo.cloudfront.net/recommendation_system/u/g/ug06-lb-0.jpg,Image,,,,44,,,,,0.0,Affirm Water Bottle ,0.0,container2,,,0.0,,,,,,,0.0,,,,,,,/u/g/ug06-lb-0.jpg,Image,,1,,,,,2.0,/u/g/ug06-lb-0.jpg,Image,1.0,affirm-water-bottle,4,
16,24-UG07,"16,17,11",,"85,87",,,,,,"<p>Make the most of your limited workout window with our Dual-Handle Cardio Ball. The 15-lb ball maximizes the effort-impact to your abdominal, upper arm and lower-body muscles. It features a handle on each side for a firm, secure grip.</p>
<ul>
<li>Durable plastic shell with sand fill.
<li>Two handles.
<li>15 lbs.
</ul>",,,1.0,,,,,"80,81,84",,https://dx2ctuk6q6hvo.cloudfront.net/recommendation_system/u/g/ug07-bk-0.jpg,,,,,44,,,,,0.0,Dual Handle Cardio Ball,,container2,,,,,,,,,,1.0,,,,,,,/u/g/ug07-bk-0.jpg,,,1,,,,,2.0,/u/g/ug07-bk-0.jpg,,,dual-handle-cardio-ball,4,
17,24-UG04,11,,"85,87",,49.0,,,,"<p>One of the world's simplest and most portable exercise devices, a jump rope enables endless variations and fitness output. The Zing Jump Rope goes anywhere and can be used any time. It is adjustable in length and has contoured foam handles for a great grip.</p>
<ul>
<li> Contoured foam handles.
<li> Adjustable length.
</ul>",,0.0,0.0,,,,,"80,81,84",0.0,https://dx2ctuk6q6hvo.cloudfront.net/recommendation_system/u/g/ug04-bk-0.jpg,Image,,,,"35,44",,,,,0.0,Zing Jump Rope,0.0,container2,,,0.0,,,,,,,0.0,,,,,,,/u/g/ug04-bk-0.jpg,Image,,1,,,,,2.0,/u/g/ug04-bk-0.jpg,Image,0.0,zing-jump-rope,4,
18,24-UG02,11,,"85,87",,,,,,"<p>Save your knees and joints while strengthening arms, legs and core with the Pursuit Lumaflex&trade; Tone Band. This ultra-durable training tool lets you complete a full-body workout free of bulky machines or free weights.</p>
<ul>
<li>Home and/or gym use.</li>
<li>Ergonomic handles.</li>
</ul>",,,,,,,,"80,81,84",,https://dx2ctuk6q6hvo.cloudfront.net/recommendation_system/u/g/ug02-bk-0.jpg,,,,,"45,46",,,,,0.0,Pursuit Lumaflex&trade; Tone Band,,container2,,,,,,,,,,,,,,,,,/u/g/ug02-bk-0.jpg,,,1,,,,,2.0,/u/g/ug02-bk-0.jpg,,,pursuit-lumaflex-trade-tone-band,4,
19,24-UG05,"16,11",,87,,49.0,,,,"<p>The Go-Get'r Pushup Grips safely provide the extra range of motion you need for a deep-dip routine targeting core, shoulder, chest and arm strength. Do fewer pushups using more energy, getting better results faster than the standard floor-level technique yield.</p>
<ul>
<li>Durable foam grips.</li>
<li>Supportive base.</li>
</ul>",,0.0,1.0,,,,,"80,81,84",0.0,https://dx2ctuk6q6hvo.cloudfront.net/recommendation_system/u/g/ug05-gr-0.jpg,Image,,,,"44,45",,,,,0.0,Go-Get'r Pushup Grips,1.0,container2,,,0.0,,,,,,,0.0,,,,,,,/u/g/ug05-gr-0.jpg,Image,,2,,,,,2.0,/u/g/ug05-gr-0.jpg,Image,0.0,go-get-r-pushup-grips,4,
20,24-UG01,11,,"85,87",,49.0,,,,"<p>From leg extensions and standing squats to a full range of floor routines, the Quest Strength Band brings your own personal gym with you everywhere you go. Designed to add extra resistance to any training session, this strength band helps you tone and define your muscles. You'll love the extra comfort of its grippy handles and adjustable design.</p>
<ul>
<li>Adjusts from 30"" to 55"".
<li>Grippy comfort handles.
<li>Stretchy rubber construction.
</ul>",,0.0,0.0,,,,,"80,81,84",0.0,https://dx2ctuk6q6hvo.cloudfront.net/recommendation_system/u/g/ug01-bk-0.jpg,Image,,,,"35,44,45",,,,,0.0,Quest Lumaflex&trade; Band,0.0,container2,,,0.0,,,,,,,0.0,,,,,,,/u/g/ug01-bk-0.jpg,Image,,1,,,,,2.0,/u/g/ug01-bk-0.jpg,Image,0.0,quest-lumaflex-trade-band,4,
21,24-WG084,"8,9,17,11",,87,,,,,,"<p>Our top-selling yoga prop, the 4-inch, high-quality Sprite Foam Yoga Brick is popular among yoga novices and studio professionals alike. An essential yoga accessory, the yoga brick is a critical tool for finding balance and alignment in many common yoga poses. Choose from 5 color options.</p>
<ul>
<li>Standard Large Size: 4"" x 6"" x 9"".
<li>Beveled edges for ideal contour grip.
<li>Durable and soft, scratch-proof foam.
<li>Individually wrapped.
<li>Ten color choices.
</ul> ",,,,,,,,"80,81,84",,https://dx2ctuk6q6hvo.cloudfront.net/recommendation_system/l/u/luma-yoga-brick.jpg,,,,,42,,,,,0.0,Sprite Foam Yoga Brick,,container2,,,,,,,,,,,,,,,,,/l/u/luma-yoga-brick.jpg,,,1,,,,,2.0,/l/u/luma-yoga-brick.jpg,,,sprite-foam-yoga-brick,4,
22,24-WG088,"8,11",,87,,,,,,"<p>It hurts so good to use the Sprite Foam Roller on achy, tired muscles for myofascial massage therapy. Or you can add this fundamental piece to your Pilates and yoga accouterment, or apply towards core stability, strengthening and balance exercise. </p>
<ul>
<li>6'' wide by 12'' long.</li>
<li>Safe for myofascial release.</li>
<li>EPP or PE foam options.</li>
<li>Solid, dense, closed-cell foam.</li>
</ul>",,,,,,,,"80,81,84",,https://dx2ctuk6q6hvo.cloudfront.net/recommendation_system/l/u/luma-foam-roller.jpg,,,,,42,,,,,0.0,Sprite Foam Roller,,container2,,,,,,,,,,,,,,,,,/l/u/luma-foam-roller.jpg,,,1,,,,,2.0,/l/u/luma-foam-roller.jpg,,,sprite-foam-roller,4,
23,24-UG03,11,,87,,49.0,,,,"<p>Forget fancy machines and costly memberships - the Harmony Lumaflex&trade; Stength Band Kit is all you need for an amazing workout. The kit has everything you need for a range of strengthening and toning exercises.</p>
<ul>
<li>Three flex bands.</li>
<li>Textured, ergonomic grips.</li>
<li>Adjustable lengths.</li>
<li>Mesh carry bag included.</li>
</ul>",,0.0,0.0,,,,,"80,81,84",0.0,https://dx2ctuk6q6hvo.cloudfront.net/recommendation_system/u/g/ug03-bk-0.jpg,Image,,,,"35,44,45",,,,,0.0,Harmony Lumaflex&trade; Strength Band Kit ,0.0,container2,,,0.0,,,,,,,0.0,,,,,,,/u/g/ug03-bk-0.jpg,Image,,1,,,,,2.0,/u/g/ug03-bk-0.jpg,Image,,harmony-lumaflex-trade-strength-band-kit,4,
24,24-WG081-gray,"8,11",,87,,52.0,,,,"<p>The Sprite Stasis Ball gives you the toned abs, sides, and back you want by amping up your core workout. With bright colors and a burst-resistant design, it's a must-have for every hard-core exercise addict. Use for abdominal conditioning, balance training, yoga, or even physical therapy.</p>
<ul>
<li>Durable, burst-resistant design.</li>
<li>Hand pump included.</li>
</ul>",,,,,,,,"80,81,82,83,84",,https://dx2ctuk6q6hvo.cloudfront.net/recommendation_system/l/u/luma-stability-ball-gray.jpg,,,,,44,,,,,0.0,Sprite Stasis Ball 55 cm,,container2,,,,,,,,,,,,,,91.0,,,/l/u/luma-stability-ball-gray.jpg,,,1,,,,,2.0,/l/u/luma-stability-ball-gray.jpg,,,sprite-stasis-ball-55-cm-gray,1,
25,24-WG081-pink,"8,11",,87,,58.0,,,,"<p>The Sprite Stasis Ball gives you the toned abs, sides, and back you want by amping up your core workout. With bright colors and a burst-resistant design, it's a must-have for every hard-core exercise addict. Use for abdominal conditioning, balance training, yoga, or even physical therapy.</p>
<ul>
<li>Durable, burst-resistant design.</li>
<li>Hand pump included.</li>
</ul>",,,,,,,,"80,81,82,83,84",,https://dx2ctuk6q6hvo.cloudfront.net/recommendation_system/l/u/luma-stability-ball-pink.jpg,,,,,44,,,,,0.0,Sprite Stasis Ball 55 cm,,container2,,,,,,,,,,,,,,91.0,,,/l/u/luma-stability-ball-pink.jpg,,,1,,,,,2.0,/l/u/luma-stability-ball-pink.jpg,,,sprite-stasis-ball-55-cm-pink,1,
26,24-WG081-blue,"8,11",,87,,50.0,,,,"<p>The Sprite Stasis Ball gives you the toned abs, sides, and back you want by amping up your core workout. With bright colors and a burst-resistant design, it's a must-have for every hard-core exercise addict. Use for abdominal conditioning, balance training, yoga, or even physical therapy.</p>
<ul>
<li>Durable, burst-resistant design.</li>
<li>Hand pump included.</li>
</ul>",,,,,,,,"80,81,82,83,84",,https://dx2ctuk6q6hvo.cloudfront.net/recommendation_system/l/u/luma-stability-ball.jpg,,,,,44,,,,,0.0,Sprite Stasis Ball 55 cm,,container2,,,,,,,,,,,,,,91.0,,,/l/u/luma-stability-ball.jpg,,,1,,,,,2.0,/l/u/luma-stability-ball.jpg,,,sprite-stasis-ball-55-cm-blue,1,
27,24-WG082-gray,"8,11",,87,,52.0,,,,"<p>The Sprite Stasis Ball gives you the toned abs, sides, and back you want by amping up your core workout. With bright colors and a burst-resistant design, it's a must-have for every hard-core exercise addict. Use for abdominal conditioning, balance training, yoga, or even physical therapy.</p>
<ul>
<li>65 cm plastic shell.</li>
<li>Durable, burst-resistant design.</li>
<li>Hand pump included.</li>
</ul>",,,,,,,,"80,81,82,83,84",,https://dx2ctuk6q6hvo.cloudfront.net/recommendation_system/l/u/luma-stability-ball-gray.jpg,,,,,44,,,,,0.0,Sprite Stasis Ball 65 cm,,container2,,,,,,,,,,,,,,92.0,,,/l/u/luma-stability-ball-gray.jpg,,,1,,,,,2.0,/l/u/luma-stability-ball-gray.jpg,,,sprite-stasis-ball-65-cm-gray,1,
28,24-WG082-pink,"8,11",,87,,58.0,,,,"<p>The Sprite Stasis Ball gives you the toned abs, sides, and back you want by amping up your core workout. With bright colors and a burst-resistant design, it's a must-have for every hard-core exercise addict. Use for abdominal conditioning, balance training, yoga, or even physical therapy.</p>
<ul>
<li>65 cm plastic shell.</li>
<li>Durable, burst-resistant design.</li>
<li>Hand pump included.</li>
</ul>",,,,,,,,"80,81,82,83,84",,https://dx2ctuk6q6hvo.cloudfront.net/recommendation_system/l/u/luma-stability-ball-pink.jpg,,,,,44,,,,,0.0,Sprite Stasis Ball 65 cm,,container2,,,,,,,,,,,,,,92.0,,,/l/u/luma-stability-ball-pink.jpg,,,1,,,,,2.0,/l/u/luma-stability-ball-pink.jpg,,,sprite-stasis-ball-65-cm-pink,1,
29,24-WG082-blue,"8,11",,87,,50.0,,,,"<p>The Sprite Stasis Ball gives you the toned abs, sides, and back you want by amping up your core workout. With bright colors and a burst-resistant design, it's a must-have for every hard-core exercise addict. Use for abdominal conditioning, balance training, yoga, or even physical therapy.</p>
<ul>
<li>65 cm plastic shell.</li>
<li>Durable, burst-resistant design.</li>
<li>Hand pump included.</li>
</ul>",,,,,,,,"80,81,82,83,84",,https://dx2ctuk6q6hvo.cloudfront.net/recommendation_system/l/u/luma-stability-ball.jpg,,,,,44,,,,,0.0,Sprite Stasis Ball 65 cm,,container2,,,,,,,,,,,,,,92.0,,,/l/u/luma-stability-ball.jpg,,,1,,,,,2.0,/l/u/luma-stability-ball.jpg,,,sprite-stasis-ball-65-cm-blue,1,
30,24-WG083-gray,"8,11",,87,,52.0,,,,"<p>The Sprite Stasis Ball gives you the toned abs, sides, and back you want by amping up your core workout. With bright colors and a burst-resistant design, it's a must-have for every hard-core exercise addict. Use for abdominal conditioning, balance training, yoga, or even physical therapy.</p>
<ul>
<li>75 cm plastic shell.</li>
<li>Durable, burst-resistant design.</li>
<li>Hand pump included.</li>
</ul>",,,,,,,,"80,81,82,83,84",,https://dx2ctuk6q6hvo.cloudfront.net/recommendation_system/l/u/luma-stability-ball-gray.jpg,,,,,44,,,,,0.0,Sprite Stasis Ball 75 cm,,container2,,,,,,,,,,,,,,93.0,,,/l/u/luma-stability-ball-gray.jpg,,,1,,,,,2.0,/l/u/luma-stability-ball-gray.jpg,,,sprite-stasis-ball-75-cm-gray,1,
